88,Rosita Velasquez,54,75,211
89,Mark Hoyt,63,60,167
90,William Beasley,41,69,131
91,James Hirth,70,80,233
92,Tyesha Holcomb,92,66,108
93,Paul Washburn,30,76,263
94,Emilio Martinez,30,66,258
95,Debra Everett,93,70,290
96,Laura Tran,85,68,174
97,Sarah Troyer,49,73,230
98,Peggy Shannon,23,75,141
99,Laura Holstein,19,80,106
100,Michael Jefferies,64,77,161
101,Ricky Blanchard,84,67,247
102,Nichole Bauer,97,78,265
103,Dennis Coyle,91,62,252
104,Darrel Mcfarland,85,80,203
105,Francis Morrison,82,69,287
106,Robert France,99,74,106
107,John Green,69,79,238
108,Andrea Clements,53,63,300
109,Mary Christy,88,66,270
110,Lillian Parson,81,76,132
111,Richard Wilson,19,63,165
112,Candida Collins,45,66,101
113,Larry Greer,39,77,234
114,Bert Edwards,80,69,109
115,Heather Sullivan,44,67,106
116,Carl Carbaugh,32,77,282
117,Albert Flores,76,72,100
118,Crystal Laud,39,80,127
119,Donald Laxen,56,60,124
120,Wilma Purtle,60,67,177
121,Brenda Jackson,41,74,243
122,Milton Long,33,77,249
123,Thomas Todd,28,72,113
124,Michelle Connaughton,19,62,188
125,Vicki Martinez,69,68,202
126,Deborah Harvey,52,74,282
127,Saul Krause,41,74,294
128,David Kennedy,44,70,193
129,Luther Obrien,64,67,261
130,Jack Woodward,95,72,147
131,Barbara Powell,63,62,283
132,Eula Pinard,67,62,220
133,Willard Kennedy,90,80,275
134,Robert Ingram,98,73,171
135,Greg Williams,30,69,245
136,Antonio Kuehn,89,75,269
137,Daniel Delatorre,58,66,126
138,Susan Moyer,84,64,121
139,Vincent Rodriguez,83,60,277
140,Eugene Mccorrison,23,60,254
141,Samuel Scavone,21,71,129
142,David Stehle,18,70,188
143,Mark Armand,76,80,137
144,Ralph Hodson,75,60,194
145,Keith Merna,40,80,157
146,In Ramirez,62,62,295
147,Jesse Quintana,76,78,278
148,Harley Dudgeon,73,65,137
149,Major Nicholson,38,71,214
150,Robert Lynn,32,69,144
151,Matthew Inda,27,76,269
152,Kevin Wilson,89,69,153
153,Cynthia Egbert,82,77,277
154,Noma Uzelac,27,64,244
155,Paul Reynolds,77,60,250
156,Paul Greco,60,67,270
157,Mary Skaggs,86,61,152
158,Judith Stobie,34,65,271
159,David Rodriguez,33,72,261
160,Tracy Brune,34,75,164
161,Louis Rasmussen,59,64,283
162,Jason Smith,65,71,278
163,Cynthia Rombough,84,72,116
164,Robert Kilgore,52,76,262
165,Dustin Cunningham,78,72,240
166,Robert Thomas,84,75,123
167,Darrell Moskovitz,60,67,118
168,Vallie Mcbain,61,79,195
169,Lauren Kranawetter,42,63,230
170,James Meczywor,80,75,232
171,Randy Lewis,75,74,155
172,Patrick Nickolas,85,66,299
173,Todd Drake,37,79,221
174,Carolyn Peck,66,61,207
175,Peter Tate,51,63,112
176,Evon Maack,92,62,175
177,Keri Green,43,79,240
178,Chester Nguyen,59,79,163
179,Donald Pearce,81,65,285
180,Larry Ford,26,76,175
181,William Sinegal,31,62,256
182,Mark Downing,60,62,291
183,Helen Gaff,64,76,172
184,Robert Johnson,100,69,294
185,Linda Lutz,87,71,103
186,Kimberly Saunders,80,73,167
187,Olimpia Ourada,44,75,277
188,Paul Gussler,68,65,210
189,William Cassin,86,67,185
190,Doris Story,87,68,213
191,Krystyna Gremo,59,79,139
192,Brian Bartolini,50,77,169
193,Shane Fountain,92,68,196
194,Michael Harter,79,73,187
195,Rosemary Fielding,57,77,245
196,Pedro Mcgowan,79,63,119
197,Ryan Miosky,48,66,127
198,Freddie Mccain,28,63,110
199,Jeffrey Blow,93,77,155
200,Bonnie Flynn,50,80,258
201,Sandra Schultz,78,76,137
202,Jon Leet,46,64,293
203,Tyrone Jones,56,75,125
204,Ty Adkins,98,69,300
205,Allene Bluestein,21,60,290
206,Willie Garner,42,73,276
207,Michael Langham,36,76,181
208,Mary Jensen,70,65,160
209,Danny Smith,79,66,210
210,Betty Means,80,64,232
211,Kathryn Graham,46,62,203
212,Heather Stubbert,80,67,107
213,Donald Morgan,36,74,123
214,Lana Washburn,21,60,171
215,Cheryl Snyder,81,75,278
216,Rachelle Davis,66,63,190
217,Wayne King,56,72,216
218,Betty Florio,28,77,253
219,Ina Kocur,18,67,209
220,Thomas Rios,77,75,103
221,David Mcdaniel,76,74,246
222,Patsy Wyatt,57,77,212
223,Kim Bratton,64,71,244
224,Emmitt Tavares,43,63,200
225,Melissa Fowler,55,77,231
226,John Bowden,67,75,113
227,Richard Figueroa,73,72,176
228,Susan Lacy,80,69,275
229,Lisa Obrien,57,74,166
230,Jeannette Brown,20,68,165
231,Bobby Gomez,63,74,259
232,Ralph Moyer,66,73,210
233,Thomas Hodge,94,79,298
234,Anthony Bell,89,60,300
235,Diana Ackley,42,78,225
236,Ernest Wiswell,49,80,136
237,Bob Leonard,20,73,236
238,Dianne Austerberry,46,64,117
239,Steven Thomas,73,79,145
240,James Cessor,28,76,192
241,Veronica Hussein,41,68,288
242,Sarah Ortiz,31,60,103
243,Owen Mueller,33,61,135
244,Sarah Weaver,40,75,196
245,Robert Cruz,61,60,219
246,Kim Morris,79,73,172
247,James Jenkins,100,69,261
248,Lisa Sanchez,31,73,181
249,Paul Solomon,69,65,278
250,David Woolley,44,61,290
251,Edward Chun,93,66,213
252,Elizabeth Osborne,26,71,101
253,Jodi Kirkland,36,72,166
254,Dwayne Young,73,67,285
255,James Anderson,70,66,250
256,Larry Martin,78,67,279
257,Gustavo Fadden,91,61,240
258,Naomi Mandolini,87,65,171
259,Joyce Gragg,61,78,296
260,Robert Ledford,53,61,192
261,Lisa Farmer,85,60,110
262,Zulma Motley,78,65,105
263,Antonia Turner,66,67,235
264,Connie Wicklund,99,68,236
265,Lila Gulley,92,80,284
266,Sheldon Mcanally,48,62,165
267,Joseph Beck,23,75,281
268,Betty Kimbrell,19,75,276
269,Ashley Williams,96,66,188
270,James Coffman,41,61,171
271,Rick Folsom,43,60,280
272,David Grant,76,80,164
273,Myrtle Nies,66,78,272
274,John Gann,21,65,220
275,Eric Reeve,45,68,174
276,Phillip Hippler,24,75,196
277,Julia Armijo,32,71,106
278,John Jordan,56,75,194
279,Latoya Rufe,79,61,228
280,Harold Watts,82,68,192
281,Patricia Emerald,25,80,156
282,Glenn Shiro,36,65,224
283,Sharon Smith,50,65,216
284,William Clevenger,30,79,221
285,Kelsey Saville,86,74,117
286,Bryce Bloom,20,72,134
287,Chad Ross,75,67,142
288,Gabriel Hall,48,74,200
289,Sarah Lapp,78,61,255
290,Travis Bell,64,68,124
291,Nicholas Hurt,30,64,202
292,Benjamin Christopher,87,76,197
293,Suzanne Peduto,82,64,265
294,Mary Duteau,71,63,181
295,Isidro Walker,39,79,190
296,Dorothy Allen,24,75,187
297,Charles Young,33,67,168
298,Brittany Price,31,68,203
299,Allene Erickson,66,66,161
300,Philip Brown,96,60,195
301,Fidel Brewer,58,69,159
302,Cheryl Chin,71,80,229
303,Lynn Joseph,97,62,114
304,Robert Patton,85,68,134
305,Jason Mitchell,63,74,141
306,Paul Dawson,47,67,112
307,Ferdinand Fields,27,67,194
308,Crystal Nickl,33,71,152
309,Lisa Young,96,71,170
310,Vivian Fonte,18,63,293
311,Dorothy Roe,89,67,193
312,Joann Ocampo,68,71,256
313,Virginia Moore,98,70,161
314,Benita Parks,95,60,144
315,Gilbert Khan,67,60,170
316,Elizabeth Green,20,66,235
317,Tommie Hein,41,60,264
318,Joshua Neal,79,71,138
319,Patricia Lewis,66,68,248
320,Irene Vanauker,59,60,295
321,Jessica Santana,77,78,142
322,Kelley Zepeda,31,70,180
323,Catherine Perry,21,62,221
324,Muriel Johnson,48,75,278
325,Shane Roland,35,70,211
326,Velma Mcalister,53,68,257
327,Deborah Butler,73,78,280
328,Edward Trausch,67,69,120
329,Evan Arvizu,70,75,124
330,William Paulino,45,62,227
331,Alicia Weir,86,62,279
332,Gabriela Kapur,36,72,139
333,Helen Williamson,76,70,170
334,Doris Beckman,71,73,284
335,Christopher Gerbatz,52,63,287
336,Maggie Lorenz,50,80,170
337,Nancy Groom,93,70,267
338,Kim Lewis,33,62,254
339,Williams Fulvio,49,61,132
340,Brenda Wills,79,64,171
341,Betty Na,57,63,238
342,Todd Sifuentes,97,63,290
343,Beulah Hughes,96,70,136
344,Steven Taylor,93,63,300
345,Fred Velazquez,67,78,175
346,Patrick Neely,63,60,138
347,Thomas Hohlstein,29,61,249
348,Shaun Sweet,19,64,210
349,Madeline Porter,70,75,221
350,Tommy Stewart,70,77,267
351,Helen Ford,57,80,162
352,Renee Davis,35,67,272
353,Karen Kho,59,75,185
354,Alicia Conley,48,64,228
355,Joyce Pilkenton,63,78,201
356,Katherine Hugle,95,74,197
357,Helene Hamilton,93,69,235
358,Kevin Powell,36,79,227
359,Brett Smith,90,66,129
360,Bryan Holder,91,65,288
361,Bryant Henry,24,78,176
362,Mary Bibber,77,80,137
363,Hortencia Mathson,67,80,251
364,Herbert Tumbleson,96,65,261
365,Roy Foltz,88,79,245
366,Josephine Saylor,40,78,160
367,Tommy Mccready,54,68,277
368,Connie Dafoe,54,68,298
369,Anthony Sanders,25,62,243
370,Sean Glenn,57,78,174
371,Chantay Farrell,24,71,224
372,April Sodomka,59,63,292
373,James Jacquemin,96,60,158
374,Regina Lauria,71,76,272
375,Dewayne Brinkerhoff,35,77,297
376,Sean Powell,37,65,204
377,Yvette Gage,39,66,265
378,Ruby Cranker,80,62,139
379,Ethel Weston,63,62,280
380,Pasquale Johnson,90,74,181
381,Pamela Langdon,73,68,113
382,Marjorie Hicks,51,77,127
383,Wilda Hoobler,86,73,232
384,Melissa Spencer,84,75,127
385,Donald Perez,77,69,112
386,Donna Christian,55,71,192
387,Lorena Silva,61,73,166
388,Richard Dumesnil,41,77,207
389,Lisa Ceaser,46,64,233
390,Celeste Kallevig,45,62,181
391,Joseph Smith,84,66,185
392,Robert Hays,37,61,109
393,Mary Reber,71,75,170
394,Daphne Paris,65,77,191
395,Janice Campbell,63,64,194
396,Shirley Shortino,56,77,265
397,Virgina Cade,98,65,181
398,Lawrence Cann,82,69,279
399,Thelma Croyle,93,65,197
400,Lenny Graham,45,67,199
401,Alex Heenan,67,67,205
402,Verda Ramirez,53,75,246
403,Robert Webb,31,60,267
404,Donna Lee,70,65,147
405,Gloria Price,82,70,147
406,Shirley Miles,85,60,211
407,Suzanne Petitti,38,60,173
408,Benjamin Drouillard,59,78,264
409,Ruth Valdez,85,73,171
410,William Ugarte,66,80,154
411,Corey Barnes,41,62,179
412,Mary Critchfield,44,74,298
413,Billie Huntley,64,74,139
414,Grace Pollard,37,76,266
415,Scott Stiles,67,76,259
416,Joanne Noble,60,69,201
417,Wm Anderson,89,76,291
418,Steven Mcclellan,43,73,274
419,Evelyn Hall,45,67,123
420,Jennifer Hobson,93,75,224
421,Jeff Bowers,82,69,167
422,Elizabeth Edmiston,82,72,298
423,Thomas Moore,28,70,154
424,Neal Dobbs,55,66,288
425,Crystal Vansickle,66,65,261
426,Dorian Stafford,80,61,223
427,Randall Putnam,71,67,175
428,Charles Mendez,91,63,186
429,John Kelly,98,62,164
430,Russell Garcia,38,73,225
431,Christopher Piner,40,72,231
432,Clyde Brown,21,66,296
433,Celeste Higgins,40,75,136
434,John Branch,86,63,239
435,Dawn Sutton,75,70,280
436,Daniel Joseph,65,67,226
437,Regina Foshee,72,72,246
438,Julia Barnes,56,78,225
439,Dexter Casey,90,60,193
440,Isaac Stallings,60,77,138
441,Robert Lint,48,63,291
442,Christopher Garrett,69,60,195
443,Matthew Spicer,72,64,114
444,Russell Madden,20,67,300
445,Philip Davis,56,77,270
446,Benjamin Martinez,27,70,153
447,Alica Powell,85,71,103
448,Deloris Johnston,30,67,232
449,Rafael Hovis,99,75,189
450,Jonathan Nicholson,84,74,108
451,Gonzalo Jones,73,77,214
452,Lisa Pou,68,77,265
453,James Moffett,72,61,279
454,Travis Nixon,54,60,258
455,Rita Wawrzyniak,93,80,161
456,Rafael Salinas,46,62,291
457,Robyn Wise,61,76,202
458,Lucy Tinker,39,71,231
459,Mike Jacobs,81,69,273
460,James Eichelberger,91,67,265
461,Brittany Park,44,76,287
462,Nelda Davis,84,66,163
463,Lester Connors,24,75,223
464,Charles Gaston,21,80,276
465,Thomas Crown,99,67,233
466,Joel Hoke,76,69,167
467,Betty Powell,69,73,247
468,Angel Hamilton,40,66,214
469,Kelly Masseria,22,69,100
470,Lelah Mines,54,64,209
471,Victor Conlon,99,72,167
472,Mike Wilson,61,78,246
473,Jack Young,74,61,277
474,Nathaniel Lemons,22,68,189
475,Susan Torsiello,67,67,137
476,Andre Moody,38,79,102
477,Christel Schnelder,100,63,124
478,Richard Williams,91,77,282
479,Gary Alger,88,61,160
480,Elizabeth Shanholtzer,84,69,224
481,David Williams,54,65,286
482,Daniel Juran,25,61,298
483,Ana Trotter,60,62,176
484,Bonnie Morton,82,62,107
485,Winnifred Castro,19,72,233
486,John Jacobson,23,61,277
487,Jeffery Armstrong,77,67,135
488,Chandra Martin,63,74,100
489,Danny Harris,70,71,117
490,Ella Moradel,74,79,136
491,Paul Butler,71,67,176
492,Doyle Barlow,53,74,182
493,Ruth Weaver,59,60,230
494,Jewel Gonzales,37,60,198
495,Don Hughes,75,64,116
496,Sheila Ohno,41,77,150
497,Wesley Whitehead,43,78,199
498,Bill Murdock,34,62,185
499,Lawrence Ciraulo,82,75,111
500,Dustin Smiley,66,80,105
501,Jennifer Ridling,19,71,213
502,Paul Roberson,18,76,288
503,Sandra Carter,72,62,103
504,Harold Lambert,81,80,122
505,Betty Namdar,56,69,146
506,Dana Joslin,34,73,149
507,Norman Edwards,28,74,116
508,Dianna Sheridan,88,64,177
509,Karyn Gordon,50,63,194
510,Ana Leal,40,75,162
511,James Avila,44,60,294
512,Devora Hamill,56,72,226
513,Jesse Resnick,95,60,124
514,Sylvia Martin,55,60,296
515,Jason Pond,71,66,289
516,William Unger,22,80,147
517,Dorothy Willard,64,67,136
518,Brenda Hagemann,36,71,139
519,Daniel Gibbs,66,77,154
520,Maria Hoyt,29,60,162
521,Samantha Arellano,27,74,130
522,James Rodriquez,56,60,215
523,Jimmy Pierce,72,72,187
524,Irma Craig,31,62,297
525,Pauline Heacock,71,66,300
526,Julius Kovacs,70,63,161
527,Joanne Ralston,41,74,287
528,Peter Tye,38,60,183
529,Glen Young,78,65,285
530,Kourtney King,43,63,253
531,Sandra Caines,94,79,129
532,Jacqueline Bradby,67,76,180
533,Mary Gallimore,88,70,150
534,Lynn Gonzalez,62,65,184
535,Robert Lewis,98,76,294
536,Danny Sandoval,31,77,120
537,Anna Dick,91,64,147
538,Daniel Maroney,25,64,181
539,Nicole Linsky,41,79,210
540,Frank Strickland,69,74,255
541,Martha English,91,75,120
542,Jesse Don,24,65,207
543,Alfreda Wagner,96,65,111
544,Karen Webb,58,74,122
545,Arthur Kantor,39,63,268
546,Maria Martin,51,74,248
547,David Gonzalez,34,73,221
548,Ima Cooper,46,62,213
549,Edward Conover,93,78,216
550,Michelle Racicot,37,72,146
551,Elaine Burger,50,63,123
552,Gary Wollschlager,42,73,189
553,Mary Hester,72,66,203
554,Donny Avitia,92,68,291
555,Evelyn Webb,83,68,201
556,Frank Shelton,82,71,246
557,Charles Garcia,39,74,122
558,Debora Plato,93,65,214
559,Karen Emery,85,67,134
560,Marie Jeanlouis,42,62,253
561,Patricia Steir,37,74,252
562,Sheila Baker,68,64,296
563,Dorothy Perez,79,73,124
564,David Parker,73,74,181
565,Heidi Applegate,30,73,300
566,Dolores Diaz,31,62,228
567,Jeremy Heffernan,76,78,189
568,Tanya Newsome,27,64,128
569,Mario Booker,83,69,164
570,Rafael Jordan,39,75,107
571,Alvin Crosby,97,79,196
572,Frank Keller,35,67,133
573,David Altenburg,82,61,248
574,Maria Griggs,51,77,125
575,Donna Tofflemire,43,79,235
576,Zachariah Mcmunn,22,80,153
577,Randy Hochstetler,97,78,128
578,Debra Bedford,77,62,178
579,Brandon Mason,90,72,133
580,Lynda Mccormack,20,67,159
581,Stacey Kramer,28,69,263
582,Roberto Hughes,63,75,292
583,Charles Morris,22,60,283
584,Debra Piacente,33,67,280
585,Gilbert Walker,100,72,226
586,Monica Morris,67,65,157
587,Lon Gaulke,69,64,205
588,Steven Tapia,91,77,147
589,Ciara Rush,26,69,221
590,Kristy Stroupe,80,68,120
591,Charles Canipe,93,68,223
592,Nathanael Palczynski,58,60,115
593,Anthony Garrison,67,69,277
594,Veronica Valerio,45,76,196
595,Renetta Draper,33,79,210
596,Shirley Cournoyer,84,78,268
597,Jessica Goebel,30,60,247
598,Grace Flemming,61,62,300
599,Lala Linker,56,80,254
600,Ruth Moyer,33,63,117
601,Mary Wooten,48,73,151
602,Thomas Cowan,43,64,104
603,Beverly Sills,67,69,207
604,Wayne Faulkner,67,73,179
605,Shannon Bernal,68,66,276
606,Lindsay Alvis,54,60,137
607,Angela Cox,28,68,152
608,Sandra Godfrey,67,60,266
609,Melissa Dejesus,72,79,196
610,Hester Moore,29,73,294
611,Matthew Shambo,57,70,174
612,Stephen Moore,77,78,166
613,David Rogers,99,66,253
614,Victor Hernandez,88,72,259
615,Bobby Franz,22,71,271
616,Aja Rollins,78,74,221
617,Erica Grant,25,77,225
618,Elizabeth Olsen,24,60,278
619,Manuel Mooney,80,72,183
620,Juan Twogood,36,79,201
621,Rebecca Dowdy,59,60,153
622,Clara Cousin,49,70,209
623,Richard Jodha,31,76,103
624,Kaycee Lujan,18,70,300
625,Monica Bratcher,90,76,192
626,Beverly Maclennan,52,78,296
627,Mary Fanelli,42,78,136
628,Jorge Rogers,27,74,168
629,Alma Tuite,85,65,135
630,Cindy Nixon,55,73,147
631,Julia Hernandez,100,60,224
632,Michael Heard,22,66,105
633,Rebecca Rawson,25,60,255
634,Leonard Garcia,69,79,143
635,Julie Landers,44,80,136
636,Carol Emmons,23,72,202
637,Ronnie Burbank,27,68,219
638,Orlando Sood,77,61,105
639,Thelma Gietz,63,62,152
640,Frances Cerverizzo,77,66,191
641,Nancy Ferguson,46,73,274
642,Karen Whittenbeck,79,72,220
643,Hayden Hancock,68,73,163
644,Steven Fendler,85,64,210
645,Mayme Dixon,84,71,141
646,Carol Brown,43,74,176
647,Josephine Kessler,51,76,132
648,Wayne Shelton,82,62,105
649,Maureen Feltner,24,75,269
650,Susan Rivas,80,69,157
651,Dora Gaters,71,63,122
652,Paul Bryant,33,68,299
653,Tifany Sokol,33,70,232
654,Jenny Beasley,91,74,141
655,John Willis,95,72,257
656,James Carvalho,76,60,274
657,Brian Toscano,24,78,262
658,Steven Mcclain,40,72,274
659,Brian Stanton,39,65,126
660,Millie Smith,91,62,237
661,Linda Peacock,85,69,291
662,Courtney Dec,80,67,116
663,Wade Torres,24,66,234
664,Brad Haaby,37,60,215
665,David Mapp,88,72,230
666,Edward Mrozinski,52,80,287
667,Steven Larsen,23,76,170
668,Rachelle Shaw,71,77,218
669,Richard Welch,98,76,188
670,Ellen Milam,38,66,198
671,Cheryl Brooks,68,73,174
672,Brian Makin,94,70,297
673,Ruth Kennedy,90,79,292
674,Donald Kelly,58,76,114
675,Sharon Fulton,74,66,234
676,Nicole Condon,89,62,252
677,Luis Morgan,47,65,127
678,Carolyn Cotton,69,74,188
679,Helen Suarez,38,61,170
680,Irena Shull,57,68,179
681,Eric Kendall,22,77,182
682,Carol Pepper,70,60,166
683,Jose Counts,33,68,289
684,Angelica Schneider,100,61,216
685,Patrick Gaudet,98,68,259
686,Elena Ramos,82,80,156
687,Joseph Stone,24,73,274
688,Mary Forehand,55,66,200
689,Andrea Edwardson,77,73,221
690,Nadine Riley,91,61,100
691,Albert Wekenborg,24,75,223
692,Rachel Washington,39,79,247
693,Harry Moser,37,80,149
694,Robert Ammerman,28,60,221
695,Roosevelt Johnson,96,77,102
696,Mike Segal,99,62,229
697,Carmen Mcginnis,71,70,234
698,Mildred Allen,89,78,277
699,Berry Corbisiero,60,64,119
700,Kellie Christy,31,65,238
701,Richard Harris,57,70,216
702,Shanelle Walquist,60,72,126
703,Judith Winchester,89,75,165
704,Micheal Fanning,64,72,230
705,Margie Coursey,35,76,149
706,Pauline Cole,68,77,274
707,Sylvia Stoffel,74,75,227
708,Eric Bryant,81,68,296
709,Cynthia Caldwell,32,71,253
710,Gregory Mcclimon,31,74,263
711,Ann Wilson,89,74,276
712,Christine Kinnamon,51,72,220
713,Leslie Fox,22,65,270
714,Elliott Dean,26,75,260
715,John Quesenberry,100,73,228
716,Marie Bursey,83,73,142
717,Tarsha Cox,29,60,254
718,Sandra Cantu,61,80,211
719,Trinidad Wiley,26,71,117
720,Daniel Rodriguez,69,63,115
721,Gertrud Meadows,98,67,124
722,Austin Bingaman,37,74,295
723,Harlan Kinney,36,77,111
724,Socorro Stjean,31,70,126
725,Joseph Severance,22,74,117
726,Barbara Martinez,26,78,118
727,Judith Wainscott,91,79,105
728,Bruce Kluck,55,70,130
729,Jeff Walter,41,74,207
730,Cindy Congress,26,66,142
731,Mallory Deschaine,31,74,178
732,Jennifer Sherman,39,73,143
733,Linda Stolte,39,78,216
734,Carrie Paddock,40,66,132
735,Lori Fisher,28,63,289
736,Lewis Peters,68,68,241
737,Muriel Brown,65,78,194
738,Paul Sanford,22,74,229
739,Joshua Logan,89,79,186
740,Hollie Ortega,84,63,153
741,Inge Schilling,24,64,199
742,Bill Jacobsen,27,72,263
743,Margaret Ruiz,87,64,195
744,Larry Beard,50,79,231
745,Keith Keylon,99,76,255
746,David Anderson,48,65,260
747,Valerie Blews,89,74,212
748,John Dewberry,42,65,272
749,Juan Mckeehan,66,71,187
750,Janet Crews,64,64,245
751,Justin Villa,62,80,240
752,Helen Hardy,40,63,119
753,Lee Chaisson,71,70,184
754,Francisca Hatfield,74,76,219
755,Pauline Barboza,87,60,259
756,Bradley Coles,46,73,294
757,Margaret Martinez,89,61,288
758,David Kawachi,91,63,155
759,Miriam Estorga,23,75,104
760,Zachary Kirkpatrick,18,77,115
761,Christopher Jones,53,61,140
762,Esmeralda Nev,58,76,252
763,May Scott,82,66,242
764,Kevin Pryce,20,68,250
765,Patricia Blakemore,57,72,157
766,Robert Bonney,33,61,241
767,Randy Lindo,29,79,129
768,Judy Leyva,94,65,182
769,Eva Rider,48,70,245
770,Kenneth Abney,90,60,139
771,Shanda Wong,86,60,210
772,Everett Atkinson,43,69,146
773,Eloise Allen,53,67,184
774,George Caldwell,25,71,199
775,Dan Fleagle,78,76,158
776,Regenia Scaffidi,89,63,298
777,Jody Cunningham,73,78,249
778,Reuben Mcmanus,53,79,122
779,Janice Barnette,79,67,228
780,Johnnie Gold,51,61,194
781,Howard Blight,36,72,212
782,Michelle Robinson,34,79,115
783,Daniel Montpas,39,74,222
784,Melinda Bush,46,69,213
785,Van Kennon,83,74,180
786,Gary Beam,45,64,165
787,Helen Mosher,92,76,220
788,Frank Cruz,59,75,134
789,Sara Kincaid,31,72,205
790,Tamala Smith,83,79,142
791,Craig Greaves,65,71,270
792,Casey Ash,81,61,216
793,Edith Shields,20,73,224
794,Francis Gonzalez,71,71,119
795,Wendy Tomkins,41,70,226
796,Paula Jamison,42,78,291
797,Jessica Sivertsen,25,60,259
798,Melisa Martin,87,61,141
799,Rosario Blanton,38,80,289
800,Stephanie Kirby,57,78,146
801,Stephen Shaw,45,60,178
802,Ada Figueroa,63,75,203
803,Gary Rucker,49,78,270
804,Aimee Koch,39,75,234
805,Nakia Hirtz,25,74,268
806,Laura Castillo,71,69,144
807,Eleanor Wells,100,75,232
808,Marvin Smiley,44,60,242
809,Ann Peitz,28,74,258
810,Rebecca Bronder,98,73,122
811,Robert Sharkey,52,76,266
812,Robert Maples,38,80,150
813,Robert Tate,44,65,123
814,Patricia Jones,73,67,102
815,Joshua Calo,84,77,171
816,John Tan,44,69,299
817,John Harris,18,78,207
818,Joanne Soroka,80,78,155
819,Regina Frye,26,70,179
820,Minerva Bradshaw,63,71,230
821,Raymond Breaux,83,65,109
822,Mamie Martinez,26,69,238
823,Michelle Alford,67,61,143
824,Janice Maness,96,60,184
825,Elizabeth Campanile,96,72,221
826,Matthew Moore,37,72,300
827,Maria Roberts,24,79,161
828,John Weems,62,61,241
829,Sam Chaplin,29,70,226
830,Bessie Murphy,36,65,137
831,Lena Tibbles,94,73,273
832,Elouise Stevenson,80,68,121
833,Deborah Mcdonell,61,73,162
834,Michael Smith,21,73,216
835,Christopher Timberlake,69,66,150
836,Crystal Thompson,27,60,185
837,William Auckerman,71,74,199
838,Nancy Markarian,96,79,173
839,Suzanne Defazio,85,75,162
840,Katherine Hutchinson,50,72,295
841,Fidel Oles,88,60,291
842,Dave Everson,62,80,220
843,Sherri Pete,68,79,261
844,Jennifer Sluss,51,62,254
845,Elizabeth Johnson,99,69,129
846,Connie Barker,82,67,132
847,Aaron Anderson,72,75,287
848,Guillermo Mai,40,78,222
849,Micheal Truong,79,71,293
