563,James Haught,89,79,203
564,Susan Diaz,90,72,295
565,Elise Sanders,43,62,232
566,Jacquelyn Cornelius,40,64,236
567,Paul Lehmann,96,69,267
568,Delores Durant,21,72,144
569,Stephen Perkins,57,62,230
570,Jose Fredrickson,89,60,235
571,Eric Early,55,67,196
572,Maria Valenti,27,71,149
573,Margaret Bennett,67,61,296
574,Ann Koewler,60,61,213
575,Maria Russell,94,77,130
576,Ray Gummer,41,69,266
577,Matt Edwards,48,79,258
578,Jacquelyn Sanfilippo,50,65,171
579,Jennifer Cortez,74,63,261
580,Teresa Hardison,48,65,206
581,Diane Arrington,37,73,226
582,Kenneth Macdonald,96,76,126
583,Ronald Westling,24,65,203
584,Robin Cline,41,79,280
585,Elton Craig,35,69,119
586,Steven Foster,82,73,185
587,Michael Hopton,80,65,148
588,Larry Castillo,23,79,202
589,Leonora Martin,87,69,144
590,Donald Stall,35,66,188
591,Maxine Appel,72,76,128
592,Patricia Garza,68,65,228
593,Rafael Turner,91,61,188
594,Lamar Higgins,68,66,249
595,Albert Kuntz,36,76,226
596,Nancy Regan,66,67,257
597,Nicholas Irvin,68,77,235
598,Scott Brown,52,75,213
599,Jose Sheahan,66,65,201
600,Michelle Galizia,61,69,135
601,Jeffrey Mckinney,27,66,257
602,Barbara Lopez,28,76,296
603,Raymond Parpan,25,79,269
604,Al Carodine,22,70,198
605,Randal Box,68,68,285
606,Frances Shelby,31,66,282
607,Don Taylor,23,72,185
608,Jennifer Tinney,22,67,216
609,Melanie Gordon,68,76,255
610,Natasha Weekes,34,70,197
611,Marlene Fouch,78,61,113
612,Sarah Cayer,39,65,221
613,Barbara Williams,57,64,155
614,Kylie Owens,72,67,128
615,John Smith,78,63,296
616,John Nettles,69,77,199
617,Joey Robinson,41,67,175
618,Michael Commodore,100,79,162
619,Diana Kight,94,61,151
620,Cynthia Keener,34,67,141
621,Ann Oneal,38,70,109
622,Richard Richardson,46,76,277
623,Dawn Betts,45,71,238
624,Christopher Harp,81,69,266
625,Marco Winks,70,68,232
626,Christopher Krizan,44,73,286
627,Paul Miller,95,71,279
628,Larry Bowlin,98,67,280
629,Caroline Madaras,33,70,276
630,Dale Matthews,31,61,109
631,Mary Rosado,40,72,197
632,Jasmine Wooley,21,64,127
633,Bobby Bradley,28,60,118
634,Sheryl Moreno,21,80,236
635,Deanna Sylvester,94,78,173
636,Joe Spaid,96,63,151
637,Daniel Moses,49,67,265
638,Vera Resendiz,27,75,178
639,Jimmy Porter,54,80,191
640,Robert Camper,28,76,186
641,Vaughn Yost,46,60,241
642,Alice Scott,70,68,133
643,Camille Miles,46,80,284
644,Dwayne Ruis,100,70,169
645,Quinton Dupuis,99,78,264
646,Foster Esterly,87,72,200
647,Chad Landers,61,62,110
648,Jasmin Semmes,34,66,266
649,Michelle Scheulen,40,70,185
650,Peter Johnston,56,69,190
651,Annie Watkins,75,62,235
652,Jim Puffer,98,69,170
653,Julia Smith,70,72,191
654,Mary Peterman,69,68,131
655,Deanna Farkas,23,66,116
656,Andrew Davis,99,74,251
657,Lauri Bickel,86,69,113
658,Eleonor Kuntz,24,74,260
659,Jeffrey Larrick,48,80,267
660,Robert Couture,69,68,150
661,Ida Garhart,83,80,110
662,Denise Cook,72,70,268
663,John Lopez,60,73,199
664,Dennis Hawthorne,66,64,251
665,Pauline Arnold,54,75,174
666,Charles Cole,68,68,209
667,Lee James,96,65,200
668,Mary Younker,59,73,291
669,Roland Ice,59,60,143
670,Larry Barnett,52,63,180
671,Leona Stewart,73,80,232
672,Donald Brown,86,75,137
673,Melissa Mccoy,79,74,129
674,Roy Hack,41,75,298
675,Frank Uson,56,76,106
676,Christopher Robertson,75,66,169
677,Nancy Flores,63,72,214
678,Jorge Mckinney,92,66,162
679,Ray Ohta,55,60,285
680,Constance Magee,89,72,223
681,Robert Colvard,61,67,193
682,Karen Gouldman,46,75,245
683,Thomas Bolton,23,60,259
684,Chantelle Hamm,84,62,188
685,Williemae Riebau,73,78,136
686,Paula Carpenter,40,69,282
687,Pearl Seal,72,68,291
688,Vivian Duncan,92,63,105
689,Michael Huston,43,61,276
690,Roberta Warfield,59,73,150
691,Ann Mermis,91,75,123
692,Damian Heinz,43,76,245
693,Ruth Berner,47,79,234
694,Lydia Flores,65,78,108
695,Richard Callaghan,98,62,279
696,Thomas Nabors,58,74,249
697,Carrie Lyons,19,61,105
698,Harley Auker,28,69,211
699,Betty Chi,27,73,225
700,Stephen Mcgrath,86,66,175
701,William Lang,80,69,282
702,Lance Watkins,36,63,155
703,Lisa Mayfield,93,80,101
704,Angel Hullett,20,77,287
705,Kayla Bilodeau,56,80,203
706,Christina Vanslyke,23,63,250
707,Beverly Masin,92,62,245
708,Howard Saleado,82,77,202
709,Loretta Fountain,73,66,111
710,Roberta Wilson,26,62,261
711,Lillian Burns,44,61,126
712,Charlotte Villa,93,79,238
713,Lisa Rumley,59,79,202
714,Robert Felix,89,69,300
715,James Marcella,80,68,137
716,Toni Kellison,60,65,193
717,Donald Contreras,46,71,195
718,Mary Ferreira,25,71,103
719,Carl Patterson,76,72,246
720,Juan Morris,22,62,173
721,Fred Merritt,22,66,139
722,Bradley Oller,66,67,262
723,Janet Hall,96,65,261
724,Caroline Costello,32,67,286
725,Brian Folger,29,65,185
726,Chelsea Sanchez,96,74,174
727,Porter Pike,81,68,127
728,Ron Nichols,50,65,128
729,Virginia James,87,67,233
730,Jerry Rieves,64,74,295
731,Randall Bambeck,62,73,294
732,Diana Campbell,73,69,240
733,Coleen Abraham,40,68,294
734,Elizabeth Stewart,36,60,242
735,Joseph Johnson,36,67,189
736,Walter Gross,78,73,290
737,Terry Lewandowski,49,72,262
738,Shawn Chagoya,94,79,187
739,Laura Hernandez,76,62,219
740,Gretta Yancy,20,65,223
741,Carla Reed,95,74,106
742,Juanita Wilkerson,72,64,277
743,Kristen Pate,20,73,217
744,Yukiko Bissonnette,24,68,135
745,Ashley Saxton,66,60,157
746,Matthew Fuger,86,60,200
747,Elizabeth Gibson,67,67,163
748,Elizabeth Garvin,23,63,102
749,Nicole Hudgins,33,62,149
750,James Jackson,36,75,112
751,Andrew Garrick,40,78,101
752,Rachel Eftekhari,41,66,192
753,James Ravenell,52,73,255
754,Patrick Doyle,30,75,256
755,Susan Foster,68,77,207
756,Kathlene Eller,64,73,197
757,David Rollag,59,64,223
758,Brian Boone,28,78,246
759,Gordon Whaley,95,65,119
760,Joe Hall,67,63,203
761,Sarah Bouchard,34,77,230
762,Willie Olsen,78,68,295
763,Lawrence Matlock,97,64,191
764,Jesse Hardt,33,69,144
765,Quinton Cook,55,71,172
766,Frank Gregg,48,64,283
767,Annie Martinez,77,76,199
768,Wanda Bailey,22,65,186
769,Ruth Mortenson,24,78,228
770,Joseph Burgos,96,66,148
771,Sheena Roundtree,54,74,231
772,Herbert Grant,38,72,183
773,Vickie Williamson,95,72,106
774,Sylvia Gamez,40,64,284
775,Timothy Mitchell,44,80,144
776,William Gibson,81,69,189
777,David Alexander,64,71,196
778,Claudia Kendall,95,61,128
779,Marilynn Hixson,29,66,218
780,Barbara Flores,88,72,250
781,Gloria Simon,52,80,151
782,Terence Gazaille,79,75,298
783,Francis Emerson,29,79,118
784,Judy Cruz,94,64,124
785,Carlos Fair,76,74,257
786,Christopher Hart,80,78,227
787,Amber Piper,37,76,251
788,Teresa Bryan,40,62,233
789,Sharon Widrick,91,64,166
790,Vivian Patton,96,74,229
791,Michelle White,78,78,240
792,Sarah Domingues,18,79,198
793,Maria Schinkel,46,68,300
794,John Stewart,97,65,229
795,Barbara Bittner,59,63,221
796,Ada Beard,41,75,180
797,Susan Wagner,43,67,142
798,Dora Hutchins,85,63,146
799,Robert Straton,85,69,180
800,Sonja Mars,35,66,112
801,Myrtle Boozer,37,62,167
802,Victor Cardona,82,75,120
803,Chris Stanton,20,71,174
804,Andrew Flores,64,75,278
805,Sam Person,22,64,114
806,Patsy Randell,83,73,117
807,James Smart,49,63,292
808,Richard Tenorio,74,76,214
809,Cheryl Hardin,26,78,191
810,James Wood,63,61,262
811,Carolyn Bryant,73,74,192
812,Bryan Lyon,75,78,146
813,Vivian Chavez,55,75,218
814,Elizabeth Hodges,100,65,129
815,Gerald Mccloskey,73,67,207
816,Cindy Brewer,37,61,119
817,Mary Swanson,87,67,199
818,Robert Dobbs,18,65,104
819,Wade Smoke,64,71,269
820,Carolyn Carrillo,74,60,283
821,Walter Smith,43,79,211
822,Robert Lamantia,94,71,254
823,Monica Hostetler,20,71,248
824,Grace Hampton,78,71,172
825,Stella Briley,37,62,193
826,William Bechtel,22,66,110
827,Iris Bettis,90,64,279
828,Carol Cooper,18,74,259
829,Robert Jackson,55,65,136
830,Renee Olguin,54,65,143
831,Alice Borrego,38,75,164
832,Maureen Campbell,93,60,173
833,Carmen Bledsoe,93,80,112
834,Robert Conway,70,63,132
835,Mary Richardson,76,68,282
836,Matthew Williams,52,70,230
837,Timothy Byrd,18,66,136
838,Nadia Page,69,74,110
839,Melissa Johnson,88,76,179
840,Jackie Mrowka,22,66,163
841,Jamie Abnet,24,80,125
842,Kimbra Hubbard,60,66,156
843,Robert Donald,44,63,216
844,Tina Dabadie,66,70,287
845,Larry Cooper,52,67,196
846,Jackie Wessells,67,80,230
847,Patricia Litteral,63,62,220
848,Adam Harding,58,65,244
849,Christine Coello,35,61,183
850,Richard Twiggs,94,67,220
851,Donald Phillips,94,75,243
